"","doc_id","sentence_id","subject","predicate","object","triple_type","file"
"44412","data_raw/portal/gsp_num_id_0101.pdf305",11,"They","have been found in","the Subbasin","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44413","data_raw/portal/gsp_num_id_0101.pdf305",11,"They","have been found at","levels","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44414","data_raw/portal/gsp_num_id_0101.pdf305",15,"that","may affect","groundwater supply","direct","unfiltered_dependency_edgelist_0101.RDS"
"44415","data_raw/portal/gsp_num_id_0101.pdf305",16,"SMC","are not established in","the GSP","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44416","data_raw/portal/gsp_num_id_0101.pdf305",17,"boron","is identified as","a occurring constituent","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44417","data_raw/portal/gsp_num_id_0101.pdf305",17,"boron","is not sampled through","existing monitoring programs","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44418","data_raw/portal/gsp_num_id_0101.pdf305",18,"New quality constituents","may be identified as","potential COCs applicable","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44419","data_raw/portal/gsp_num_id_0101.pdf305",18,"New quality constituents","may be identified through","routine consultation","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44420","data_raw/portal/gsp_num_id_0101.pdf305",18,"New quality constituents","may be identified through","sharing","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44421","data_raw/portal/gsp_num_id_0101.pdf306",1,"The GSP Regulations","allow","three options","direct","unfiltered_dependency_edgelist_0101.RDS"
"44422","data_raw/portal/gsp_num_id_0101.pdf306",2,"The minimum threshold","shall be based on","the number","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44423","data_raw/portal/gsp_num_id_0101.pdf306",2,"that","exceeds","concentrations","direct","unfiltered_dependency_edgelist_0101.RDS"
"44424","data_raw/portal/gsp_num_id_0101.pdf306",3,"MTs","are based In","this Subbasin","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44425","data_raw/portal/gsp_num_id_0101.pdf306",3,"MTs","are based on","a number","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44426","data_raw/portal/gsp_num_id_0101.pdf306",3,"that","exceed","concentrations","direct","unfiltered_dependency_edgelist_0101.RDS"
"44427","data_raw/portal/gsp_num_id_0101.pdf306",4,"that","have","an MCL","direct","unfiltered_dependency_edgelist_0101.RDS"
"44428","data_raw/portal/gsp_num_id_0101.pdf306",5,"domestic wells","Should be incorporated into","future monitoring programs","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44429","data_raw/portal/gsp_num_id_0101.pdf306",6,"4.8.2.1 Existing Water Quality Monitoring Programs","are based on","a number","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44430","data_raw/portal/gsp_num_id_0101.pdf306",6,"the GSA","identified","sets","direct","unfiltered_dependency_edgelist_0101.RDS"
"44431","data_raw/portal/gsp_num_id_0101.pdf306",7,"these supply wells","are monitored under","different programs","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44432","data_raw/portal/gsp_num_id_0101.pdf306",7,"no one","will be sampled in","all wells","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44433","data_raw/portal/gsp_num_id_0101.pdf306",9,"RMPs","will come from","supply wells","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44434","data_raw/portal/gsp_num_id_0101.pdf306",13,"supply wells","are included in","the monitoring network","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44435","data_raw/portal/gsp_num_id_0101.pdf306",15,"Title analyses","include","arsenic","direct","unfiltered_dependency_edgelist_0101.RDS"
"44436","data_raw/portal/gsp_num_id_0101.pdf306",15,"which","are","the Subbasin COCs","direct","unfiltered_dependency_edgelist_0101.RDS"
"44437","data_raw/portal/gsp_num_id_0101.pdf306",16,"This dataset","can be obtained from","the SWRCB","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44438","data_raw/portal/gsp_num_id_0101.pdf306",16,"This dataset","can be obtained through","the GAMA online portal","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44439","data_raw/portal/gsp_num_id_0101.pdf306",18,"The SNMP","includes","sampling","direct","unfiltered_dependency_edgelist_0101.RDS"
"44440","data_raw/portal/gsp_num_id_0101.pdf306",19,"The SNMP monitoring network","includes","26 supply wells","direct","unfiltered_dependency_edgelist_0101.RDS"
"44441","data_raw/portal/gsp_num_id_0101.pdf306",20,"that","were installed as","part","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44442","data_raw/portal/gsp_num_id_0101.pdf306",21,"The supply wells","proposed for","the MRP","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44443","data_raw/portal/gsp_num_id_0101.pdf307",1,"they","were sampled for","nitrate","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44444","data_raw/portal/gsp_num_id_0101.pdf307",3,"The analytical datasets","will be through","the GAMA online portal","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44445","data_raw/portal/gsp_num_id_0101.pdf307",5,"information","is provided in","Table 4","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44446","data_raw/portal/gsp_num_id_0101.pdf307",6,"Table 4","provides","information","direct","unfiltered_dependency_edgelist_0101.RDS"
"44447","data_raw/portal/gsp_num_id_0101.pdf307",6,"Table 4","provides on","future monitoring networks","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44448","data_raw/portal/gsp_num_id_0101.pdf307",11,"Purpose Type","Sampled","Network Salt","direct","unfiltered_dependency_edgelist_0101.RDS"
"44449","data_raw/portal/gsp_num_id_0101.pdf307",11,"Purpose Type","Sampled","Public Supply","direct","unfiltered_dependency_edgelist_0101.RDS"
"44450","data_raw/portal/gsp_num_id_0101.pdf307",21,"Purpose","Sampled","Network Future Project","direct","unfiltered_dependency_edgelist_0101.RDS"
"44451","data_raw/portal/gsp_num_id_0101.pdf307",22,"Implementation","determined","implementation","direct","unfiltered_dependency_edgelist_0101.RDS"
"44452","data_raw/portal/gsp_num_id_0101.pdf307",22,"Implementation","determined as","part","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44453","data_raw/portal/gsp_num_id_0101.pdf307",23,"Each","are monitored for","different purposes","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44454","data_raw/portal/gsp_num_id_0101.pdf307",24,"constituents","are analyzed on","which","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44455","data_raw/portal/gsp_num_id_0101.pdf307",24,"constituents","are analyzed in","water samples","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44456","data_raw/portal/gsp_num_id_0101.pdf308",3," TDS","has","an associated level","direct","unfiltered_dependency_edgelist_0101.RDS"
"44457","data_raw/portal/gsp_num_id_0101.pdf308",3,"Each COC","has","an associated level","direct","unfiltered_dependency_edgelist_0101.RDS"
"44458","data_raw/portal/gsp_num_id_0101.pdf308",4,"the level","is represented For","the water supply","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44459","data_raw/portal/gsp_num_id_0101.pdf308",5,"The SFBRWQCB Basin Plan","designates","management objectives","direct","unfiltered_dependency_edgelist_0101.RDS"
"44460","data_raw/portal/gsp_num_id_0101.pdf308",9,"This table","does not identify","the total number","direct","unfiltered_dependency_edgelist_0101.RDS"
"44461","data_raw/portal/gsp_num_id_0101.pdf308",9,"that","may exceed","the level","direct","unfiltered_dependency_edgelist_0101.RDS"
"44462","data_raw/portal/gsp_num_id_0101.pdf308",10,"that","exceed","this level","direct","unfiltered_dependency_edgelist_0101.RDS"
"44463","data_raw/portal/gsp_num_id_0101.pdf308",10,"Wells","are not counted against","the MTs","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44464","data_raw/portal/gsp_num_id_0101.pdf308",13,"One additional supply","exceeds","the arsenic MCL","direct","unfiltered_dependency_edgelist_0101.RDS"
"44465","data_raw/portal/gsp_num_id_0101.pdf308",15,"One additional supply","exceeds","the nitrate","direct","unfiltered_dependency_edgelist_0101.RDS"
"44466","data_raw/portal/gsp_num_id_0101.pdf308",16,"the TDS","recommended","SMCL","direct","unfiltered_dependency_edgelist_0101.RDS"
"44467","data_raw/portal/gsp_num_id_0101.pdf308",19,"The MTs","are based on","the number","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44468","data_raw/portal/gsp_num_id_0101.pdf308",20,"these exceedances","will continue into","the future","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44469","data_raw/portal/gsp_num_id_0101.pdf308",21,"The GSA Board","selected","one","direct","unfiltered_dependency_edgelist_0101.RDS"
"44470","data_raw/portal/gsp_num_id_0101.pdf308",21,"The GSA Board","selected as","the number","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44471","data_raw/portal/gsp_num_id_0101.pdf308",23,"the number","is tabulated in","Table 4","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44472","data_raw/portal/gsp_num_id_0101.pdf308",23,"the distribution","is shown on","Figures 4","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44473","data_raw/portal/gsp_num_id_0101.pdf312",1,"MT exceedances","are based on","existing supply wells","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44474","data_raw/portal/gsp_num_id_0101.pdf312",2,"the MTs","are based on","the same number","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44475","data_raw/portal/gsp_num_id_0101.pdf312",3,"that","could be added to","the monitoring networks","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44476","data_raw/portal/gsp_num_id_0101.pdf312",9,"Minimum Thresholds","Sampled","Wells","direct","unfiltered_dependency_edgelist_0101.RDS"
"44477","data_raw/portal/gsp_num_id_0101.pdf312",20,"The exceedances","were based on","a review","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44478","data_raw/portal/gsp_num_id_0101.pdf312",21,"The information","includes","quality data","direct","unfiltered_dependency_edgelist_0101.RDS"
"44479","data_raw/portal/gsp_num_id_0101.pdf312",21,"The information","includes","quality standards","direct","unfiltered_dependency_edgelist_0101.RDS"
"44480","data_raw/portal/gsp_num_id_0101.pdf312",21,"The information","includes","Feedback","direct","unfiltered_dependency_edgelist_0101.RDS"
"44481","data_raw/portal/gsp_num_id_0101.pdf312",22,"The quality data","are presented in","Section 3.2.5","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44482","data_raw/portal/gsp_num_id_0101.pdf312",24,"SGMA","does not require","projects","direct","unfiltered_dependency_edgelist_0101.RDS"
"44483","data_raw/portal/gsp_num_id_0101.pdf312",24,"that","influence","other sustainability indicators","direct","unfiltered_dependency_edgelist_0101.RDS"
"44484","data_raw/portal/gsp_num_id_0101.pdf313",2,"Groundwater quality MTs","could influence","groundwater elevation MTs","direct","unfiltered_dependency_edgelist_0101.RDS"
"44485","data_raw/portal/gsp_num_id_0101.pdf313",2,"that","can be used for","recharge","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44486","data_raw/portal/gsp_num_id_0101.pdf313",3,"Water","can not result in","exceedances","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44487","data_raw/portal/gsp_num_id_0101.pdf313",4,"a change","may cause In","addition","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44488","data_raw/portal/gsp_num_id_0101.pdf313",4,"which","could cause in","turn","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44489","data_raw/portal/gsp_num_id_0101.pdf313",4,"poor water quality","migrate into","areas","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44490","data_raw/portal/gsp_num_id_0101.pdf313",8,"the quality MTs","will not result in","an exceedance","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44491","data_raw/portal/gsp_num_id_0101.pdf313",10,"Nothing","promotes","additional pumping","direct","unfiltered_dependency_edgelist_0101.RDS"
"44492","data_raw/portal/gsp_num_id_0101.pdf313",10,"that","could cause","seawater intrusion","direct","unfiltered_dependency_edgelist_0101.RDS"
"44493","data_raw/portal/gsp_num_id_0101.pdf313",12,"which","is","a measure","direct","unfiltered_dependency_edgelist_0101.RDS"
"44494","data_raw/portal/gsp_num_id_0101.pdf313",18,"the quality MTs","will not result in","a significant depletion","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44495","data_raw/portal/gsp_num_id_0101.pdf313",19,"the MTs","will not prevent","the Valley GSA","direct","unfiltered_dependency_edgelist_0101.RDS"
"44496","data_raw/portal/gsp_num_id_0101.pdf313",21,"The Valley GSA","will coordinate with","the neighboring Valley GSA","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44497","data_raw/portal/gsp_num_id_0101.pdf313",21,"they","set","MTs","direct","unfiltered_dependency_edgelist_0101.RDS"
"44498","data_raw/portal/gsp_num_id_0101.pdf313",21,"the subbasins","do not prevent","each other","direct","unfiltered_dependency_edgelist_0101.RDS"
"44499","data_raw/portal/gsp_num_id_0101.pdf313",24,"which","can impact","agricultural irrigation","direct","unfiltered_dependency_edgelist_0101.RDS"
"44500","data_raw/portal/gsp_num_id_0101.pdf314",8,"the degradation","provide","positive benefits","direct","unfiltered_dependency_edgelist_0101.RDS"
"44501","data_raw/portal/gsp_num_id_0101.pdf314",9,"The degradation","incorporate","state standards","direct","unfiltered_dependency_edgelist_0101.RDS"
"44502","data_raw/portal/gsp_num_id_0101.pdf314",11,"An average concentration","will be used for","wells","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44503","data_raw/portal/gsp_num_id_0101.pdf314",12,"any other routine monitoring","is initiated in","the Subbasin","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44504","data_raw/portal/gsp_num_id_0101.pdf314",12,"any other routine monitoring","is initiated at","a later date","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44505","data_raw/portal/gsp_num_id_0101.pdf314",12,"these wells","will be considered for","inclusion","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44506","data_raw/portal/gsp_num_id_0101.pdf314",13,"The data review","will focus on","exceedances","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44507","data_raw/portal/gsp_num_id_0101.pdf314",16,"SGMA","does not mandate","the improvement","direct","unfiltered_dependency_edgelist_0101.RDS"
"44508","data_raw/portal/gsp_num_id_0101.pdf314",17,"the GSA","has set","the MO","direct","unfiltered_dependency_edgelist_0101.RDS"
"44509","data_raw/portal/gsp_num_id_0101.pdf314",17,"the GSA","has set to","the number","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44510","data_raw/portal/gsp_num_id_0101.pdf314",17,"that","exceeded","the MCL","direct","unfiltered_dependency_edgelist_0101.RDS"
"44511","data_raw/portal/gsp_num_id_0101.pdf314",17,"that","exceeded from","2015","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44512","data_raw/portal/gsp_num_id_0101.pdf314",17,"that","exceeded to","2020","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44513","data_raw/portal/gsp_num_id_0101.pdf315",1,"that","results from","the implementation","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44514","data_raw/portal/gsp_num_id_0101.pdf315",4,"these changes","are not related to","SGMA activities","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44515","data_raw/portal/gsp_num_id_0101.pdf315",4,"they","do not constitute","an undesirable result","direct","unfiltered_dependency_edgelist_0101.RDS"
"44516","data_raw/portal/gsp_num_id_0101.pdf315",5,"a groundwater quality","is exceeded during","2 consecutive years","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44517","data_raw/portal/gsp_num_id_0101.pdf315",5,"a groundwater quality","is exceeded as","a direct result","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44518","data_raw/portal/gsp_num_id_0101.pdf315",5,"MT","is exceeded during","2 consecutive years","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44519","data_raw/portal/gsp_num_id_0101.pdf315",5,"MT","is exceeded as","a direct result","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44520","data_raw/portal/gsp_num_id_0101.pdf315",6,"that","may lead to","an undesirable result","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44521","data_raw/portal/gsp_num_id_0101.pdf315",6,"4.8.4.2 Potential Causes","include","the following","direct","unfiltered_dependency_edgelist_0101.RDS"
"44522","data_raw/portal/gsp_num_id_0101.pdf315",7,"the location","could alter","hydraulic gradients","direct","unfiltered_dependency_edgelist_0101.RDS"
"44523","data_raw/portal/gsp_num_id_0101.pdf315",7,"these changes","could alter","hydraulic gradients","direct","unfiltered_dependency_edgelist_0101.RDS"
"44524","data_raw/portal/gsp_num_id_0101.pdf315",7,"that","exceed","relevant standards","direct","unfiltered_dependency_edgelist_0101.RDS"
"44525","data_raw/portal/gsp_num_id_0101.pdf315",8,"that","exceed","relevant limits","direct","unfiltered_dependency_edgelist_0101.RDS"
"44526","data_raw/portal/gsp_num_id_0101.pdf315",10,"that","exceeds","an MCL SMCL","direct","unfiltered_dependency_edgelist_0101.RDS"
"44527","data_raw/portal/gsp_num_id_0101.pdf315",10,"that","reduces","crop","direct","unfiltered_dependency_edgelist_0101.RDS"
"44528","data_raw/portal/gsp_num_id_0101.pdf315",10,"that","reduces","production","direct","unfiltered_dependency_edgelist_0101.RDS"
"44529","data_raw/portal/gsp_num_id_0101.pdf315",12,"The exceedance","may lead to","an undesirable result","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44530","data_raw/portal/gsp_num_id_0101.pdf315",14,"Such investigation","would include","the following steps","direct","unfiltered_dependency_edgelist_0101.RDS"
"44531","data_raw/portal/gsp_num_id_0101.pdf315",14,"that","could impact","water quality","direct","unfiltered_dependency_edgelist_0101.RDS"
"44532","data_raw/portal/gsp_num_id_0101.pdf316",1,"GSA projects","may be","the cause","direct","unfiltered_dependency_edgelist_0101.RDS"
"44533","data_raw/portal/gsp_num_id_0101.pdf316",4,"Adverse impacts","include","diminished supply","direct","unfiltered_dependency_edgelist_0101.RDS"
"44534","data_raw/portal/gsp_num_id_0101.pdf316",4,"that","cause","non","direct","unfiltered_dependency_edgelist_0101.RDS"
"44535","data_raw/portal/gsp_num_id_0101.pdf316",4,"that","cause","compliance","direct","unfiltered_dependency_edgelist_0101.RDS"
"44536","data_raw/portal/gsp_num_id_0101.pdf316",5,"Beneficial users","include","domestic well users","direct","unfiltered_dependency_edgelist_0101.RDS"
"44537","data_raw/portal/gsp_num_id_0101.pdf316",5,"that","obtain","water","direct","unfiltered_dependency_edgelist_0101.RDS"
"44538","data_raw/portal/gsp_num_id_0101.pdf316",5,"that","obtain from","these user categories","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44539","data_raw/portal/gsp_num_id_0101.pdf316",7,"the GSA","will develop","mitigation actions","direct","unfiltered_dependency_edgelist_0101.RDS"
"44540","data_raw/portal/gsp_num_id_0101.pdf316",9,"This undesirable result","does not apply to","groundwater quality changes","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44541","data_raw/portal/gsp_num_id_0101.pdf317",1,"Available surface subsidence datasets","do not indicate","the occurrence","direct","unfiltered_dependency_edgelist_0101.RDS"
"44542","data_raw/portal/gsp_num_id_0101.pdf317",2,"Subsidence measurements","have been collected in","the Subbasin","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44543","data_raw/portal/gsp_num_id_0101.pdf317",2,"Subsidence measurements","have been collected at","three discrete locations","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44544","data_raw/portal/gsp_num_id_0101.pdf317",2,"Subsidence measurements","have been collected in","most","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44545","data_raw/portal/gsp_num_id_0101.pdf317",2,"Subsidence measurements","have been collected since","2015","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44546","data_raw/portal/gsp_num_id_0101.pdf317",3,"The available datasets","are summarized in","the Setting section","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44547","data_raw/portal/gsp_num_id_0101.pdf317",8,"it","is not attributed to","groundwater pumping","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44548","data_raw/portal/gsp_num_id_0101.pdf317",9,"no significant inelastic subsidence","has occurred within","the Subbasin","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44549","data_raw/portal/gsp_num_id_0101.pdf317",9,"no significant inelastic subsidence","has occurred due","groundwater pumping","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44550","data_raw/portal/gsp_num_id_0101.pdf317",16,"the minimum threshold","shall be","the rate","direct","unfiltered_dependency_edgelist_0101.RDS"
"44551","data_raw/portal/gsp_num_id_0101.pdf317",16,"that","interferes with","land uses","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44552","data_raw/portal/gsp_num_id_0101.pdf317",18,"This","can be measured with","extensometers","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44553","data_raw/portal/gsp_num_id_0101.pdf317",19,"the GSA","has selected","a single protective MT","direct","unfiltered_dependency_edgelist_0101.RDS"
"44554","data_raw/portal/gsp_num_id_0101.pdf317",19,"the GSA","has selected for","subsidence","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44555","data_raw/portal/gsp_num_id_0101.pdf317",20,"zero inelastic subsidence due","is","the desire","direct","unfiltered_dependency_edgelist_0101.RDS"
"44556","data_raw/portal/gsp_num_id_0101.pdf318",1,"The subsidence","do not allow for","measurable additional inelastic subsidence","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44557","data_raw/portal/gsp_num_id_0101.pdf318",1,"The subsidence","do not allow due","groundwater pumping","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44558","data_raw/portal/gsp_num_id_0101.pdf318",3,"The InSAR pixels","serve as","the RMPs","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44559","data_raw/portal/gsp_num_id_0101.pdf318",6,"it","measures","total subsidence","direct","unfiltered_dependency_edgelist_0101.RDS"
"44560","data_raw/portal/gsp_num_id_0101.pdf318",6,"the available data record","extends to","2015","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44561","data_raw/portal/gsp_num_id_0101.pdf318",7,"4.9.2.2 Relationship","have","little impact","direct","unfiltered_dependency_edgelist_0101.RDS"
"44562","data_raw/portal/gsp_num_id_0101.pdf318",7,"4.9.2.2 Relationship","have","Chronic lowering","direct","unfiltered_dependency_edgelist_0101.RDS"
"44563","data_raw/portal/gsp_num_id_0101.pdf318",8,"Nothing","promotes","additional pumping","direct","unfiltered_dependency_edgelist_0101.RDS"
"44564","data_raw/portal/gsp_num_id_0101.pdf318",8,"MT","promotes","additional pumping","direct","unfiltered_dependency_edgelist_0101.RDS"
"44565","data_raw/portal/gsp_num_id_0101.pdf318",8,"that","could cause","chronic lowering","direct","unfiltered_dependency_edgelist_0101.RDS"
"44566","data_raw/portal/gsp_num_id_0101.pdf318",9,"the subsidence","will not result in","an exceedance","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44567","data_raw/portal/gsp_num_id_0101.pdf318",9,"MT","will not result in","an exceedance","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44568","data_raw/portal/gsp_num_id_0101.pdf318",19,"the subsidence","will not result","depletion","direct","unfiltered_dependency_edgelist_0101.RDS"
"44569","data_raw/portal/gsp_num_id_0101.pdf318",19,"MT","will not result","depletion","direct","unfiltered_dependency_edgelist_0101.RDS"
"44570","data_raw/portal/gsp_num_id_0101.pdf318",20,"the MTs","will not prevent","the Valley GSA","direct","unfiltered_dependency_edgelist_0101.RDS"
"44571","data_raw/portal/gsp_num_id_0101.pdf318",22,"The Valley GSA","will coordinate with","the neighboring Valley GSA","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44572","data_raw/portal/gsp_num_id_0101.pdf318",22,"The Valley GSA","will coordinate as","they","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44573","data_raw/portal/gsp_num_id_0101.pdf319",7,"This","provides","positive benefits","direct","unfiltered_dependency_edgelist_0101.RDS"
"44574","data_raw/portal/gsp_num_id_0101.pdf319",7,"This","provides to","Subbasin urban water users","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44575","data_raw/portal/gsp_num_id_0101.pdf319",11,"This","provides to","Subbasin domestic water users","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44576","data_raw/portal/gsp_num_id_0101.pdf319",20,"DWR","maintains","a database","direct","unfiltered_dependency_edgelist_0101.RDS"
"44577","data_raw/portal/gsp_num_id_0101.pdf319",21,"Quantitative measurements","are provided on","a monthly timestep","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44578","data_raw/portal/gsp_num_id_0101.pdf319",23,"The average","will be used for","the subsidence","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44579","data_raw/portal/gsp_num_id_0101.pdf319",24,"the DWR","has stated On","a statewide level","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44580","data_raw/portal/gsp_num_id_0101.pdf320",1,"the cumulative error","is considered For","the purposes","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44581","data_raw/portal/gsp_num_id_0101.pdf320",1,"the cumulative error","is considered for","a combined total error","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44582","data_raw/portal/gsp_num_id_0101.pdf320",3,"The InSAR data","reflect","elastic subsidence","direct","unfiltered_dependency_edgelist_0101.RDS"
"44583","data_raw/portal/gsp_num_id_0101.pdf320",5,"annual subsidence","will be calculated Due","the seasonal elastic fluctuations","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44584","data_raw/portal/gsp_num_id_0101.pdf320",8,"the MT","given","that zero subsidence","direct","unfiltered_dependency_edgelist_0101.RDS"
"44585","data_raw/portal/gsp_num_id_0101.pdf320",10,"the subsidence MO","allows for","0.1 foot","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44586","data_raw/portal/gsp_num_id_0101.pdf320",13,"The MOs","are set at","current conditions","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44587","data_raw/portal/gsp_num_id_0101.pdf320",13,"that","results from","groundwater pumping","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44588","data_raw/portal/gsp_num_id_0101.pdf320",15,"any inelastic subsidence","is considered For","the Subbasin","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44589","data_raw/portal/gsp_num_id_0101.pdf320",16,"the GSP Regulations","allow","any subsidence","direct","unfiltered_dependency_edgelist_0101.RDS"
"44590","data_raw/portal/gsp_num_id_0101.pdf320",16,"the GSP Regulations","allow for","elastic subsidence","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44591","data_raw/portal/gsp_num_id_0101.pdf320",16,"the GSP Regulations","allow due","natural conditions","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44592","data_raw/portal/gsp_num_id_0101.pdf320",18,"undesirable result","will occur in","the Subbasin","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44593","data_raw/portal/gsp_num_id_0101.pdf322",1,"Continued decline","could trigger","inelastic subsidence","direct","unfiltered_dependency_edgelist_0101.RDS"
"44594","data_raw/portal/gsp_num_id_0101.pdf322",7,"The exceedance","may lead to","an undesirable result","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44595","data_raw/portal/gsp_num_id_0101.pdf322",7,"another sustainability indicator","may lead to","an undesirable result","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44596","data_raw/portal/gsp_num_id_0101.pdf322",8,"any subsidence","to occur in","the Subbasin","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44597","data_raw/portal/gsp_num_id_0101.pdf322",11,"staff","convened","two practitioner work groups","direct","unfiltered_dependency_edgelist_0101.RDS"
"44598","data_raw/portal/gsp_num_id_0101.pdf322",12,"these work groups","met between","July 2020","prepositional","unfiltered_dependency_edgelist_0101.RDS"
"44599","data_raw/portal/gsp_num_id_0101.pdf322",13,"The work group","focused","Jessie Maxfield","direct","unfiltered_dependency_edgelist_0101.RDS"
"44600","data_raw/portal/gsp_num_id_0101.pdf322",13,"The work group","focused on","the development","prepositional","unfiltered_dependency_edgelist_0101.RDS"
